variables,type,units,values,description
high_level_tower_props.tower_ref_axis_user,input,m,"[[  0.   0.  15.]
 [  0.   0.  50.]
 [  0.   0. 100.]
 [  0.   0. 130.]
 [  0.   0. 158.]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.distance_tt_hub,input,m,[5.614],Vertical distance from tower top to hub center.
high_level_tower_props.hub_height_user,input,m,[161.],Height of the hub specified by the user.
hub.diameter,output,m,[10.],
materials.rho_fiber,output,kg/m**3,"[   0.     0.     0.     0.  2535.5 1800.  2535.5 2535.5    0.     0.
    0. ]",1D array of the density of the fibers of the materials.
materials.rho,output,kg/m**3,[1235. 7800. 7850. 7200. 1940. 1220. 1940. 1940.  130. 1150. 1100.],"1D array of the density of the materials. For composites, this is the density of the laminate."
materials.rho_area_dry,output,kg/m**2,"[0.         0.         0.         0.         7.22716222 1.
 1.44543244 1.44543244 0.         0.         0.        ]",1D array of the dry aerial density of the composite fabrics. Non-composite materials are kept at 0.
materials.ply_t_from_yaml,output,m,"[0.0005     0.         0.         0.         0.005      0.00515873
 0.001      0.001      0.         0.         0.        ]",1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
materials.fvf_from_yaml,output,,"[0.         0.         0.         0.         0.57       0.10769231
 0.57       0.57       0.         0.         0.        ]",1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
materials.fwf_from_yaml,output,,"[0.         0.         0.         0.         0.74506827 0.15889029
 0.74506827 0.74506827 0.         0.         0.        ]",1D array of the non-dimensional fiber weight- fraction of the composite materials. Non-composite materials are kept at 0.
materials.name,output,Unavailable,"['Gelcoat', 'steel', 'steel_drive', 'cast_iron', 'glass_uni', 'CarbonUD', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'adhesive']",1D array of names of materials.
materials.component_id,output,Unavailable,[ 0. -1. -1. -1.  5.  4.  3.  2.  1. -1. -1.],"1D array of flags to set whether a material is used in a blade: 0 - coating, 1 - sandwich filler , 2 - shell skin, 3 - shear webs, 4 - spar caps, 5 - TE/LE reinf."
monopile.ref_axis,input,m,"[[  0.   0. -70.]
 [  0.   0. -40.]
 [  0.   0. -25.]
 [  0.   0. -10.]
 [  0.   0.   0.]
 [  0.   0.  10.]
 [  0.   0.  15.]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
financese.tcc_per_kW,intermediate,USD/kW,[967.74659618],
financese.bos_per_kW,intermediate,USD/kW,[3138.82576984],
financese.turbine_aep,intermediate,kW*h,[97534839.60615405],
orbit.site_mean_windspeed,intermediate,m/s,[10.],Mean windspeed of the site.
orbit.turbine_rated_windspeed,intermediate,m/s,[11.45621355],Rated windspeed of the turbine.
orbit.turbine_capex,intermediate,USD/kW,[967.74659618],Turbine CAPEX
orbit.hub_height,intermediate,m,[161.],Turbine hub height.
orbit.turbine_rotor_diameter,intermediate,m,[270.],Turbine rotor diameter.
orbit.tower_mass,intermediate,t,[1622.38318647],mass of the total tower.
orbit.tower_length,intermediate,m,[140.386],Total length of the tower.
orbit.nacelle_mass,intermediate,t,[687.52015925],mass of the rotor nacelle assembly (RNA).
orbit.blade_mass,intermediate,t,[79.26702689],mass of an individual blade.
orbit.monopile_length,intermediate,m,[85.],Length of monopile (including pile).
orbit.monopile_mass,intermediate,t,[1750.63370483],mass of an individual monopile.
orbit.monopile_cost,intermediate,USD,[4575131.34821975],Monopile unit cost.
outputs_2_screen.aep,intermediate,GW*h,[97.53483961],
outputs_2_screen.blade_mass,intermediate,kg,[79267.02689016],
outputs_2_screen.lcoe,intermediate,USD/MW/h,[88.52777578],
outputs_2_screen.tip_deflection,intermediate,m,[22.80267503],
drivese.bear1.D_bearing,intermediate,m,[0.3],
drivese.bear2.D_bearing,intermediate,m,[0.3],
drivese.rotor_diameter,intermediate,m,[270.],
drivese.rated_torque,intermediate,N*m,[29440070.54913892],
drivese.s_rotor,output,m,[2.3],
drivese.s_gearbox,output,m,[0.],
drivese.lss_spring_constant,output,N*m/rad,[5.11409396e+10],
drivese.blades_I,intermediate,kg*m**2,"[5.49199065e+08 2.74599532e+08 2.74599532e+08 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
drivese.hub_system_I,output,kg*m**2,"[2089018.80382502 1356231.59609977 1356231.59609977       0.
       0.               0.        ]",
drivese.generator.u_allow_s,output,m,[0.00087146],
drivese.generator.u_as,output,m,[0.00365999],
drivese.generator.z_allow_s,output,m,[0.],
drivese.generator.z_as,output,m,[0.],
drivese.generator.y_allow_s,output,m,[0.02400269],
drivese.generator.y_as,output,m,[0.03276089],
drivese.generator.b_allow_s,output,m,[0.],
drivese.generator.u_allow_r,output,m,[0.00087146],
drivese.generator.u_ar,output,m,[0.00120579],
drivese.generator.y_allow_r,output,m,[0.02425382],
drivese.generator.y_ar,output,m,[0.03531736],
drivese.generator.z_allow_r,output,m,[0.],
drivese.generator.z_ar,output,m,[0.],
drivese.generator.b_allow_r,output,m,[0.],
drivese.generator.TC1,output,m**3,[78.09221255],
drivese.generator.TC2r,output,m**3,[68.35333691],
drivese.generator.TC2s,output,m**3,[62.82286505],
drivese.generator.B_g,output,T,[1.38963289],
drivese.generator.B_smax,output,T,[0.03341583],
drivese.generator.K_rad,output,,[0.2184466],
drivese.generator.D_ratio,output,,[0.],
drivese.generator.shaft_rpm,intermediate,rpm,"[5.         5.09145789 5.18291579 5.27437368 5.36583157 5.45728947
 5.54874736 5.64020526 5.73166315 5.82312104 5.91457894 6.00603683
 6.09749472 6.18895262 6.28041051 6.3718684  6.4633263  6.55478419
 6.64624208 6.73769998]",
drivese.generator.eandm_efficiency,output,,"[0.98623481 0.98560405 0.98503494 0.98452097 0.98405641 0.98360431
 0.98322203 0.98284023 0.98252477 0.98220012 0.98193914 0.98166108
 0.98140247 0.9811615  0.98093654 0.9807261  0.98052886 0.98034359
 0.98016919 0.97995705]",
drivese.generator.Copper,output,kg,[11825.08024878],
drivese.generator.Iron,output,kg,[189977.5506659],
drivese.generator.mass_PM,output,kg,[43625.60079317],
drivese.generator.Structural_mass,output,kg,[127267.08652297],
drivese.generator.E,intermediate,Pa,[2.05e+11],
drivese.generator.G,intermediate,Pa,[8.e+10],
drivese.generator.v,output,,[0.28125],
drivese.generator.P_mech,intermediate,W,[20772039.16729696],
drivese.generator.y_sh,intermediate,m,[0.00010202],
drivese.generator.theta_sh,intermediate,rad,[0.00017418],
drivese.generator.y_bd,intermediate,m,[0.00135015],
drivese.generator.theta_bd,intermediate,rad,[0.0002981],
drivese.generator.R_out,output,m,[5.30871922],
drivese.generator_stator_mass,output,kg,[242346.06860154],
drivese.generator_rotor_mass,output,kg,[130349.24962928],
drivese.generator_mass,output,kg,[372695.31823082],
drivese.pitch_mass,output,kg,[58899.10670053],
drivese.pitch_cost,output,USD,[0.],
drivese.pitch_I,output,kg*m**2,"[1472477.66751325  736238.83375662  736238.83375662       0.
       0.               0.        ]",
drivese.hub_mass,output,kg,[30224.77549275],
drivese.hub_cost,output,USD,[15112.38774637],
drivese.hub_cm,output,m,[4.19015632],
drivese.hub_I,output,kg*m**2,"[503746.25821242 503746.25821242 503746.25821242      0.
      0.              0.        ]",
drivese.spinner_mass,output,kg,[5593.13445121],
drivese.spinner_cost,output,kg,[9786.91876915],
drivese.spinner_cm,output,m,[5.],
drivese.spinner_I,output,kg*m**2,"[112794.87809936 112794.87809936 112794.87809936      0.
      0.              0.        ]",
drivese.hub_shell.rho,intermediate,kg/m**3,[7200.],
drivese.max_torque,output,N*m,[77499708.85547753],
drivese.hub_shell.Xy,intermediate,Pa,[2.65e+08],
drivese.hub_shell.metal_cost,intermediate,USD/kg,[0.5],
drivese.blade_root_diameter,intermediate,m,[5.],
drivese.rated_rpm,intermediate,rpm,[6.73769998],
drivese.blade_mass,intermediate,kg,[79267.02689016],
drivese.pitch_system.rho,intermediate,kg/m**3,[7850.],
drivese.pitch_system.Xy,intermediate,Pa,[4.85e+08],
drivese.pitch_system.BRFM,intermediate,N*m,[-1.28548314e+08],
drivese.spinner_gust_ws,intermediate,m/s,[70.],
drivese.spinner.composite_Xt,intermediate,Pa,[38100000.],
drivese.spinner.composite_rho,intermediate,kg/m**3,[1940.],
drivese.spinner.Xy,intermediate,Pa,[4.85e+08],
drivese.spinner.metal_rho,intermediate,kg/m**3,[7850.],
drivese.spinner.composite_cost,intermediate,USD/kg,[1.87],
drivese.spinner.metal_cost,intermediate,USD/kg,[0.9],
drivese.lss_rho,output,kg/m**3,[7850.],
drivese.bedplate_rho,output,kg/m**3,[7850.],
drivese.s_lss,output,m,[0.3 0.8 1.3 2.3 3.3],
drivese.hub_system_mass,output,kg,[94717.01664448],
drivese.hub_system_cm,output,m,[4.2379784],
drivese.F_hub,intermediate,N,"[[4554998.12652943]
 [  18881.561774  ]
 [  45087.70297979]]",
drivese.M_hub,intermediate,N*m,"[[99265156.18198797]
 [ 2904050.49993615]
 [12856961.84395051]]",
drivese.s_mb1,output,m,[1.3],
drivese.s_mb2,output,m,[0.3],
drivese.generator_rotor_I,output,kg*m**2,[1836783.84560065  972876.63394496  972876.63394496],
drivese.gearbox_mass,output,kg,[0.],
drivese.gearbox_I,output,kg*m**2,[0. 0. 0.],
drivese.brake_mass,output,kg,[35916.88606995],
drivese.brake_I,output,kg*m**2,[32729.26243124 16364.63121562 16364.63121562],
drivese.carrier_mass,output,kg,[0.],
drivese.carrier_I,output,kg*m**2,[0. 0. 0.],
drivese.lss_E,output,Pa,[2.05e+11],
drivese.lss_G,output,Pa,[8.e+10],
drivese.lss_Xy,output,Pa,[4.85e+08],
drivese.H_bedplate,output,m,[4.74641375],
drivese.L_bedplate,output,m,[3.77676827],
drivese.R_generator,intermediate,m,[5.30871922],
drivese.generator_cm,intermediate,m,[1.225],
drivese.rho_fiberglass,intermediate,kg/m**3,[1940.],
drivese.rho_castiron,intermediate,kg/m**3,[7200.],
drivese.mb1_mass,intermediate,kg,[48092.00178654],
drivese.mb1_cm,intermediate,m,[1.3],
drivese.mb1_I,intermediate,kg*m**2,[59002.87469186 29771.95485598 29771.95485598],
drivese.mb2_mass,intermediate,kg,[13479.28387693],
drivese.mb2_cm,intermediate,m,[0.3],
drivese.mb2_I,intermediate,kg*m**2,[16537.39640651  8344.51917506  8344.51917506],
drivese.gearbox_cm,intermediate,m,[0.],
drivese.hss_mass,output,kg,[0.],
drivese.hss_cm,output,m,[0.],
drivese.hss_I,output,kg*m**2,[0. 0. 0.],
drivese.brake_cm,output,m,[2.3],
drivese.generator_I,output,kg*m**2,[5251742.85087387 2781654.42239714 2781654.42239714],
drivese.generator_stator_I,output,kg*m**2,[3414959.00527322 1808777.78845218 1808777.78845218],
drivese.nose_mass,output,kg,[6732.59013628],
drivese.nose_cm,output,m,[0.65],
drivese.nose_I,output,kg*m**2,[7439.51210058 4667.92916115 4667.92916115],
drivese.lss_mass,output,kg,[21455.50702769],
drivese.lss_cm,output,m,[1.8],
drivese.lss_I,output,kg*m**2,[45163.84229329 38673.55141741 38673.55141741],
drivese.converter_mass,output,kg,[15877.6],
drivese.converter_cm,output,m,[0.    5.025 2.025],
drivese.converter_I,output,kg*m**2,[43405.389 43405.389 43405.389],
drivese.transformer_mass,output,kg,[40210.],
drivese.transformer_cm,output,m,[ 0.    -5.025  2.025],
drivese.transformer_I,output,kg*m**2,[109924.0875 109924.0875 109924.0875],
drivese.yaw_mass,output,kg,[27010.98026542],
drivese.yaw_cm,output,m,[0. 0. 0.],
drivese.yaw_I,output,kg*m**2,[0. 0. 0.],
drivese.bedplate_mass,output,kg,[33954.33597653],
drivese.bedplate_cm,output,m,[-0.88533715  0.          2.40314516],
drivese.bedplate_I,output,kg*m**2,"[388100.94902959 426951.50388173 247988.45095814      0.
  87515.58729723      0.        ]",
drivese.hvac_mass,output,kg,[12508.37496801],
drivese.hvac_cm,output,m,[1.225],
drivese.hvac_I,output,m,[198290.96664513  99145.48332256  99145.48332256],
drivese.platform_mass,output,kg,[41472.],
drivese.platform_cm,output,m,[0. 0. 0.],
drivese.platform_I,output,m,[497669.5296 497669.5296 995328.    ],
drivese.cover_mass,output,kg,[18115.28091561],
drivese.cover_cm,output,m,[-0.18883841  0.          5.83959114],
drivese.cover_I,output,m,[1409.27009995  954.89434044  954.89434044],
drivese.x_bedplate,output,m,"[ 0.         -0.03844206 -0.15298565 -0.34129901 -0.59954862 -0.92247726
 -1.30351103 -1.73489318 -2.20784203 -2.71272969 -3.2392781  -3.77676827]",
drivese.constr_height,output,m,[4.74641375],
drivese.s_nose,output,m,[0.   0.15 0.3  0.8  1.3 ],
drivese.z_bedplate,output,m,"[0.         0.67548511 1.33721928 1.97173153 2.56610501 3.10824
 3.58710017 3.99293734 4.31748981 4.55415065 4.69810211 4.74641375]",
drivese.x_bedplate_inner,output,m,"[-3.         -3.00790638 -3.03146457 -3.070195   -3.12330922 -3.18972598
 -3.26809323 -3.35681564 -3.45408707 -3.55792736 -3.66622262 -3.77676827]",
drivese.z_bedplate_inner,output,m,"[0.         0.51893878 1.02731347 1.51477502 1.97140011 2.38789319
 2.75577564 3.06755845 3.31689462 3.49870838 3.60929852 3.64641375]",
drivese.x_bedplate_outer,output,m,"[ 3.          2.93102227  2.72549327  2.38759697  1.92421198  1.34477147
  0.66107117 -0.11297073 -0.96159699 -1.86753202 -2.81233359 -3.77676827]",
drivese.z_bedplate_outer,output,m,"[0.         0.83203143 1.6471251  2.42868805 3.16080991 3.8285868
 4.41842471 4.91831623 5.31808501 5.60959292 5.78690569 5.84641375]",
drivese.D_bedplate,output,m,"[6.         5.94717584 5.79022711 5.53378083 5.1857657  4.75786351
 4.26646632 3.73467992 3.19644643 2.70430582 2.33903815 2.2       ]",
drivese.t_bedplate,output,m,[0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05],
drivese.mb1_max_defl_ang,intermediate,rad,[0.00872665],
drivese.mb2_max_defl_ang,intermediate,rad,[0.078],
drivese.s_stator,output,m,[0.15],
drivese.F_mb1,output,N,"[[ 4265487.03093465]
 [   18881.561774  ]
 [-2709426.37631279]]",
drivese.F_mb2,output,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb1,output,N*m,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb2,output,N*m,"[[      -0.        ]
 [ 3860895.38489342]
 [12820343.96694689]]",
drivese.other_mass,output,kg,[155194.23614904],
drivese.bedplate_E,output,Pa,[2.05e+11],
drivese.bedplate_G,output,Pa,[8.e+10],
drivese.bedplate_Xy,output,Pa,[4.85e+08],
drivese.L_drive,output,m,[3.3],
drivese.shaft_start,output,m,[-3.77676827  0.          4.74641375],
drivese.blades_mass,intermediate,kg,[237801.08067048],
drivese.nacelle_mass,output,kg,[687520.15925378],
drivese.blades_cm,intermediate,m,[2.97233054],
drivese.nacelle_cm,output,m,[-3.81568779 -0.17784251  4.06565457],
drivese.nacelle_I_TT,output,kg*m**2,"[2.12427632e+07 3.04609890e+07 1.90207612e+07 7.49566627e+02
 1.25396908e+07 2.46798707e+05]",
drivese.yaw.rho,intermediate,kg/m**3,[7850.],
fixedse.env.distLoads.windLoads_Px,intermediate,N/m,"[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.          796.42386478  940.82495139
 1038.43077391 1078.44673831 1114.50699729 1147.44031768]",
fixedse.env.distLoads.windLoads_Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_Pz,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_qdyn,intermediate,N/m**2,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         103.41368735 122.13080585
 134.61303774 139.68647382 144.23558544 148.37100111]",
fixedse.env.distLoads.windLoads_z,intermediate,m,"[-70.         -60.         -50.         -40.         -35.
 -30.         -25.         -20.         -15.         -10.
  -6.66666667  -3.33333333   0.           3.33333333   6.66666667
  10.          11.66666667  13.33333333  15.        ]",
fixedse.env.distLoads.windLoads_beta,intermediate,deg,[0.],
fixedse.env.distLoads.waveLoads_Px,intermediate,N/m,"[   0.            0.            0.          814.62528828  868.33970288
 1039.28081956 1359.97548732 1893.26893166 2741.17938997 4084.47485197
 5411.66937971 7274.63290663 9950.40116174    0.            0.
    0.            0.            0.            0.        ]",
fixedse.env.distLoads.waveLoads_Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.waveLoads_Pz,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.waveLoads_qdyn,intermediate,N/m**2,"[     0.              0.              0.         408895.04657894
 358832.00706253 309169.72463927 259944.9735049  211222.19496991
 163098.61556212 115712.26631898  84622.50374015  54016.71506028
  23984.69667347      0.              0.              0.
      0.              0.              0.        ]",
fixedse.env.distLoads.waveLoads_z,intermediate,m,"[-70.         -60.         -50.         -40.         -35.
 -30.         -25.         -20.         -15.         -10.
  -6.66666667  -3.33333333   0.           3.33333333   6.66666667
  10.          11.66666667  13.33333333  15.        ]",
fixedse.env.distLoads.waveLoads_beta,intermediate,deg,[0.],
fixedse.z_global,output,m,"[-70.         -60.         -50.         -40.         -35.
 -30.         -25.         -20.         -15.         -10.
  -6.66666667  -3.33333333   0.           3.33333333   6.66666667
  10.          11.66666667  13.33333333  15.        ]",
fixedse.env.waveLoads.U,intermediate,m/s,"[0.         0.         0.         0.46567523 0.4787013  0.51850824
 0.58732305 0.68899556 0.82921383 1.01582234 1.17103251 1.35528475
 1.57314861 0.         0.         0.         0.         0.
 0.        ]",
fixedse.env.waveLoads.A,intermediate,m/s**2,"[0.         0.         0.         0.30962156 0.31828243 0.34474956
 0.39050366 0.45810442 0.55133377 0.67540741 0.77860468 0.90111167
 1.04596658 0.         0.         0.         0.         0.
 0.        ]",
fixedse.env.waveLoads.p,intermediate,N/m**2,"[     0.              0.              0.         408783.90920109
 358714.56516003 309031.93860788 259768.18746945 210978.90359372
 162746.22283177 115183.42011509  83919.7037073   53075.35671825
  22716.363445        0.              0.              0.
      0.              0.              0.        ]",
fixedse.d_full,output,m,"[11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11.
 11.]",
fixedse.env.Uref,intermediate,m/s,[20.69234073],
fixedse.wind_reference_height,intermediate,m,[161.],
fixedse.env.windLoads.U,intermediate,m/s,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         12.99379364 14.12080855 14.8248571  15.10164061 15.34557494
 15.56400878]",
fixedse.joint1,output,m,[  0.   0. -70.],
fixedse.joint2,output,m,[ 0.  0. 15.],
fixedse.s_full,output,m,"[0.         0.11764706 0.23529412 0.35294118 0.41176471 0.47058824
 0.52941176 0.58823529 0.64705882 0.70588235 0.74509804 0.78431373
 0.82352941 0.8627451  0.90196078 0.94117647 0.96078431 0.98039216
 1.        ]",
fixedse.g2e.Px_global,intermediate,N/m,"[   0.            0.            0.          814.62528828  868.33970288
 1039.28081956 1359.97548732 1893.26893166 2741.17938997 4084.47485197
 5411.66937971 7274.63290663 9950.40116174  796.42386478  940.82495139
 1038.43077391 1078.44673831 1114.50699729 1147.44031768]",
fixedse.g2e.Py_global,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.g2e.Pz_global,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.g2e.qdyn_global,intermediate,Pa,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.08895047e+05
 3.58832007e+05 3.09169725e+05 2.59944974e+05 2.11222195e+05
 1.63098616e+05 1.15712266e+05 8.46225037e+04 5.40167151e+04
 2.39846967e+04 1.03413687e+02 1.22130806e+02 1.34613038e+02
 1.39686474e+02 1.44235585e+02 1.48371001e+02]",
fixedse.lc:Px,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.lc:Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.lc:Pz,intermediate,N/m,"[    0.             0.             0.          -814.62528828
  -868.33970288 -1039.28081956 -1359.97548732 -1893.26893166
 -2741.17938997 -4084.47485197 -5411.66937971 -7274.63290663
 -9950.40116174  -796.42386478  -940.82495139 -1038.43077391
 -1078.44673831 -1114.50699729 -1147.44031768]",
fixedse.lc:qdyn,intermediate,Pa,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.08895047e+05
 3.58832007e+05 3.09169725e+05 2.59944974e+05 2.11222195e+05
 1.63098616e+05 1.15712266e+05 8.46225037e+04 5.40167151e+04
 2.39846967e+04 1.03413687e+02 1.22130806e+02 1.34613038e+02
 1.39686474e+02 1.44235585e+02 1.48371001e+02]",
fixedse.member.gc.d,intermediate,m,[11. 11. 11. 11. 11. 11. 11.],
fixedse.member.gc.t,intermediate,m,[0.0427791  0.09223128 0.08453174 0.07683875 0.07218568 0.06730306],
fixedse.member.s,output,,"[0.         0.35294118 0.52941176 0.70588235 0.82352941 0.94117647
 1.        ]",
fixedse.member.height,output,m,[85.],
fixedse.monopile_outer_diameter,output,m,[11. 11. 11. 11. 11. 11. 11.],
fixedse.monopile_wall_thickness,output,m,[0.0427791  0.09223128 0.08453174 0.07683875 0.07218568 0.06730306],
fixedse.member.E,output,Pa,[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11],
fixedse.member.G,output,Pa,[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10],
fixedse.member.sigma_y,output,Pa,[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08],
fixedse.member.rho,output,kg/m**3,[7800. 7800. 7800. 7800. 7800. 7800.],
fixedse.member.unit_cost,output,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7],
fixedse.member.outfitting_factor,output,,[1.07 1.07 1.07 1.07 1.07 1.07],
fixedse.nodes_xyz,output,m,"[[  0.           0.         -70.        ]
 [  0.           0.         -60.        ]
 [  0.           0.         -50.        ]
 [  0.           0.         -40.        ]
 [  0.           0.         -35.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -25.        ]
 [  0.           0.         -20.        ]
 [  0.           0.         -15.        ]
 [  0.           0.         -10.        ]
 [  0.           0.          -6.66666667]
 [  0.           0.          -3.33333333]
 [  0.           0.           0.        ]
 [  0.           0.           3.33333333]
 [  0.           0.           6.66666667]
 [  0.           0.          10.        ]
 [  0.           0.          11.66666667]
 [  0.           0.          13.33333333]
 [  0.           0.          15.        ]]",
fixedse.z_full,output,m,"[ 0.         10.         20.         30.         35.         40.
 45.         50.         55.         60.         63.33333333 66.66666667
 70.         73.33333333 76.66666667 80.         81.66666667 83.33333333
 85.        ]",
fixedse.monopile_s,intermediate,,"[0.         0.35294118 0.52941176 0.70588235 0.82352941 0.94117647
 1.        ]",
fixedse.s_const1,output,,[0.35294118],
fixedse.t_full,output,m,"[0.0427791  0.0427791  0.0427791  0.09223128 0.09223128 0.09223128
 0.08453174 0.08453174 0.08453174 0.07683875 0.07683875 0.07683875
 0.07218568 0.07218568 0.07218568 0.06730306 0.06730306 0.06730306]",
fixedse.E_full,output,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
fixedse.G_full,output,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10]",
fixedse.sigma_y_full,output,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08]",
fixedse.rho_full,output,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
fixedse.outfitting_full,output,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07]",
fixedse.member.unit_cost_full,output,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7],
fixedse.mono.cylinder_mass,intermediate,kg,[1650633.70483333],
fixedse.mono.cylinder_cost,intermediate,USD,[4075131.34821975],
fixedse.mono.cylinder_z_cg,intermediate,m,[46.76694634],
fixedse.mono.cylinder_I_base,intermediate,kg*m**2,"[4.45962539e+09 4.45962539e+09 4.92693838e+07 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
fixedse.tower_mass,intermediate,kg,[1622383.18647455],
fixedse.tower_cost,intermediate,USD,[4211409.73093051],
fixedse.monopile.z_soil,intermediate,N/m,"[-30.         -26.66666667 -23.33333333 -20.         -16.66666667
 -13.33333333 -10.          -6.66666667  -3.33333333  -0.        ]",
fixedse.monopile.k_soil,intermediate,N/m,"[[2.25650526e+10 5.88608222e+12 2.25650526e+10 5.88608222e+12
  1.52133333e+10 1.24226667e+11]
 [2.04901053e+10 4.24064551e+12 2.04901053e+10 4.24064551e+12
  1.40933333e+10 1.24226667e+11]
 [1.84151579e+10 2.94918412e+12 1.84151579e+10 2.94918412e+12
  1.29733333e+10 1.24226667e+11]
 [1.63402105e+10 1.96745111e+12 1.63402105e+10 1.96745111e+12
  1.18533333e+10 1.24226667e+11]
 [1.42652632e+10 1.25119959e+12 1.42652632e+10 1.25119959e+12
  1.07333333e+10 1.24226667e+11]
 [1.21903158e+10 7.56182634e+11 1.21903158e+10 7.56182634e+11
  9.61333333e+09 1.24226667e+11]
 [1.01153684e+10 4.38153333e+11 1.01153684e+10 4.38153333e+11
  8.49333333e+09 1.24226667e+11]
 [8.04042105e+09 2.52864774e+11 8.04042105e+09 2.52864774e+11
  7.37333333e+09 1.24226667e+11]
 [5.96547368e+09 1.56070041e+11 5.96547368e+09 1.56070041e+11
  6.25333333e+09 1.24226667e+11]
 [3.89052632e+09 1.03522222e+11 3.89052632e+09 1.03522222e+11
  5.13333333e+09 1.24226667e+11]]",
fixedse.section_A,output,m**2,"[1.57567148 1.57567148 1.57567148 3.38179898 3.38179898 3.38179898
 3.10167186 3.10167186 3.10167186 2.82138462 2.82138462 2.82138462
 2.65166122 2.65166122 2.65166122 2.47340805 2.47340805 2.47340805]",
fixedse.section_Asx,output,m**2,"[0.89569443 0.89569443 0.89569443 1.9263837  1.9263837  1.9263837
 1.76623433 1.76623433 1.76623433 1.60610225 1.60610225 1.60610225
 1.50918927 1.50918927 1.50918927 1.40744795 1.40744795 1.40744795]",
