variables,type,units,values,description
fixedse.post.section_L,input,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.post_monopile_tower.section_rho,input,kg/m**3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
fixedse.post_monopile_tower.section_E,input,Pa,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
fixedse.post_monopile_tower.section_G,input,Pa,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
fixedse.post_monopile_tower.section_L,input,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
fixedse.tower_base_diameter,input,m,[11.],
fixedse.monopile_top_diameter,input,m,[11.],
fixedse.G_soil,input,Pa,[1.4e+08],
fixedse.nu_soil,input,,[0.4],
fixedse.soil.k_usr,input,N/m,[-1. -1. -1. -1. -1. -1.],
tcc.main_bearing_mass,input,kg,[0.],
tcc.bearing_mass_cost_coeff,input,USD/kg,[4.5],
tcc.bedplate_mass,input,kg,[0.],
tcc.bedplate_mass_cost_coeff,input,USD/kg,[2.9],
tcc.blade_mass,input,kg,[0.],
tcc.blade_mass_cost_coeff,input,USD/kg,[14.6],
tcc.blade_cost_external,input,USD,[0.],
tcc.brake_mass,input,kg,[0.],
tcc.brake_mass_cost_coeff,input,USD/kg,[3.6254],
tcc.machine_rating,input,kW,[20000.],
tcc.controls_machine_rating_cost_coeff,input,USD/kW,[21.15],
tcc.converter_mass,input,kg,[0.],
tcc.converter_mass_cost_coeff,input,USD/kg,[18.8],
tcc.cover_mass,input,kg,[0.],
tcc.cover_mass_cost_coeff,input,USD/kg,[5.7],
tcc.elec_connec_machine_rating_cost_coeff,input,USD/kW,[41.85],
tcc.gearbox_mass,input,kg,[0.],
tcc.gearbox_torque_density,input,N*m/kg,[200.],"In 2024, modern 5-7MW gearboxes are able to reach 200 Nm/kg"
tcc.gearbox_torque_cost,input,USD/kN/m,[50.],"In 2024, modern 5-7MW gearboxes cost approx $50/kNm"
tcc.generator_mass,input,kg,[0.],
tcc.generator_mass_cost_coeff,input,USD/kg,[12.4],
tcc.generator_cost_external,input,USD,[0.],
tcc.hss_mass,input,kg,[0.],
tcc.hss_mass_cost_coeff,input,USD/kg,[6.8],
tcc.hub_mass,input,kg,[0.],
tcc.pitch_system_mass,input,kg,[0.],
tcc.spinner_mass,input,kg,[0.],
tcc.hub_assemblyCostMultiplier,input,,[0.],
tcc.hub_overheadCostMultiplier,input,,[0.],
tcc.hub_profitMultiplier,input,,[0.],
tcc.hub_transportMultiplier,input,,[0.],
tcc.hub_mass_cost_coeff,input,USD/kg,[3.9],
tcc.hvac_mass,input,kg,[0.],
tcc.hvac_mass_cost_coeff,input,USD/kg,[124.],
tcc.lss_mass,input,kg,[0.],
tcc.lss_mass_cost_coeff,input,USD/kg,[11.9],
tcc.yaw_mass,input,kg,[0.],
tcc.platforms_mass,input,kg,[0.],
tcc.transformer_mass,input,kg,[0.],
tcc.nacelle_assemblyCostMultiplier,input,,[0.],
tcc.nacelle_overheadCostMultiplier,input,,[0.],
tcc.nacelle_profitMultiplier,input,,[0.],
tcc.nacelle_transportMultiplier,input,,[0.],
tcc.main_bearing_number,input,Unavailable,2,
tcc.pitch_system_mass_cost_coeff,input,USD/kg,[22.1],
tcc.platforms_mass_cost_coeff,input,USD/kg,[17.1],
tcc.crane_cost,input,USD,[12000.],
tcc.crane,input,Unavailable,False,
tcc.blade_number,input,Unavailable,3,
tcc.spinner_mass_cost_coeff,input,USD/kg,[11.1],
tcc.tower_assemblyCostMultiplier,input,,[0.],
tcc.tower_overheadCostMultiplier,input,,[0.],
tcc.tower_profitMultiplier,input,,[0.],
tcc.tower_transportMultiplier,input,,[0.],
tcc.tower_mass_cost_coeff,input,USD/kg,[2.68326152],
tcc.transformer_mass_cost_coeff,input,USD/kg,[18.8],
tcc.turbine_assemblyCostMultiplier,input,,[0.],
tcc.turbine_overheadCostMultiplier,input,,[0.],
tcc.turbine_profitMultiplier,input,,[0.],
tcc.turbine_transportMultiplier,input,,[0.],
tcc.yaw_mass_cost_coeff,input,USD/kg,[8.3],
towerse.env.distLoads.waveLoads_Px,input,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_Py,input,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_Pz,input,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_qdyn,input,N/m**2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_z,input,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_beta,input,deg,[0.],
towerse.yaw,input,deg,[0.],
towerse.env.Uref,input,m/s,[20.16340794],
towerse.z0,input,m,[0.],
towerse.shearExp,input,,[0.12],
towerse.beta_wind,input,deg,[0.],
towerse.rho_air,input,kg/m**3,[1.225],
towerse.mu_air,input,kg/m/s,[1.81e-05],
towerse.cd_usr,input,,[-1.],
towerse.s_all,input,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.rho_water,input,kg/m**3,[0.],
towerse.member.s_ghost1,input,,[0.],
towerse.member.s_ghost2,input,,[1.],
towerse.member.s_const1,input,,[0.],
towerse.member.s_const2,input,,[0.],
towerse.tower_layer_thickness,input,m,[[0.08156675 0.04812031 0.02009088 0.00936701 0.02009685]],
towerse.tower_outer_diameter_in,input,m,[11.         11.         11.         10.79397835  6.        ],
towerse.E_mat,input,Pa,"[[3.440e+09 3.440e+09 3.440e+09]
 [2.000e+11 2.000e+11 2.000e+11]
 [2.050e+11 2.050e+11 2.050e+11]
 [1.180e+11 1.180e+11 1.180e+11]
 [4.460e+10 1.700e+10 1.670e+10]
 [1.145e+11 8.390e+09 8.390e+09]
 [1.110e+10 1.110e+10 1.670e+10]
 [2.870e+10 1.660e+10 1.670e+10]
 [1.292e+08 1.292e+08 1.292e+08]
 [1.000e+06 1.000e+06 1.000e+06]
 [4.560e+06 4.560e+06 4.560e+06]]",
towerse.E_user,input,Pa,[0.],
towerse.G_mat,input,Pa,"[[1.32300000e+09 1.32300000e+09 1.32300000e+09]
 [7.93000000e+10 7.93000000e+10 7.93000000e+10]
 [8.00000000e+10 8.00000000e+10 8.00000000e+10]
 [4.76000000e+10 4.76000000e+10 4.76000000e+10]
 [3.27000000e+09 3.48000000e+09 3.50000000e+09]
 [5.99000000e+09 5.99000000e+09 5.99000000e+09]
 [1.35300000e+10 3.49000000e+09 3.49000000e+09]
 [8.40000000e+09 3.49000000e+09 3.49000000e+09]
 [4.89469697e+07 4.89469697e+07 4.89469697e+07]
 [3.12500000e+05 3.12500000e+05 3.12500000e+05]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]]",
towerse.sigma_y_mat,input,Pa,"[0.00e+00 3.45e+08 4.85e+08 2.65e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 0.00e+00]",
towerse.sigma_ult_mat,input,Pa,"[[7.400e+01 7.400e+01 7.400e+01]
 [4.500e+08 4.500e+08 4.500e+08]
 [8.140e+08 8.140e+08 8.140e+08]
 [3.100e+08 3.100e+08 3.100e+08]
 [6.092e+08 3.810e+07 1.529e+07]
 [1.546e+09 0.000e+00 0.000e+00]
 [4.290e+07 4.260e+07 1.530e+07]
 [3.960e+08 7.640e+07 1.530e+07]
 [2.083e+06 2.083e+06 2.083e+06]
 [0.000e+00 0.000e+00 0.000e+00]
 [6.900e+05 6.900e+05 6.900e+05]]",
towerse.wohler_exp_mat,input,,[ 1.   3.   3.   3.  10.  16.1 10.  10.   1.   1.   1. ],
towerse.wohler_A_mat,input,,"[8.70000000e+01 3.55346484e+10 3.55346484e+10 3.55346484e+10
 6.09200000e+08 1.54600000e+09 1.13200000e+08 4.48900000e+08
 2.08300000e+06 0.00000000e+00 6.90000000e+05]",
towerse.rho_mat,input,kg/m**3,[1235. 7800. 7850. 7200. 1940. 1220. 1940. 1940.  130. 1150. 1100.],
towerse.unit_cost_mat,input,USD/kg,[ 7.23  0.7   0.9   0.5   1.87 30.    3.    2.86 13.    3.63  9.  ],
towerse.outfitting_factor_in,input,,[1.07],
towerse.tower_layer_materials,input,Unavailable,['steel'],
towerse.member.ballast_materials,input,Unavailable,[],
towerse.material_names,input,Unavailable,"['Gelcoat', 'steel', 'steel_drive', 'cast_iron', 'glass_uni', 'CarbonUD', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'adhesive']",
towerse.labor_cost_rate,input,USD/min,[0.98],
towerse.painting_cost_rate,input,USD/m**2,[30.],
towerse.post.section_L,input,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.rna_mass,input,kg,[1023949.],
towerse.rna_I,input,kg*m**2,"[5.81806473e+08 3.60713497e+08 3.41178669e+08 2.77344567e+02
 4.89364270e+06 2.10348122e+05]",
towerse.rna_cg,input,m,[-6.50611071 -0.10521004  4.7073192 ],
towerse.tower.rna_F,input,N,"[[ 4.47571522e+06]
 [-6.00480233e+03]
 [-7.01529188e+06]]",
towerse.tower.rna_M,input,N*m,"[[-1222871.81897416]
 [-7540618.89171338]
 [11936204.0340628 ]]",
high_level_tower_props.tower_ref_axis_user,input,m,"[[  0.   0.  15.]
 [  0.   0.  50.]
 [  0.   0. 100.]
 [  0.   0. 130.]
 [  0.   0. 158.]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.distance_tt_hub,input,m,[0.],Vertical distance from tower top to hub center.
high_level_tower_props.hub_height_user,input,m,[161.],Height of the hub specified by the user.
high_level_tower_props.rotor_diameter,input,m,[0.],Diameter of the rotor used in WISDEM. It is defined as two times the blade length plus the hub diameter.
materials.rho_fiber,output,kg/m**3,"[   0.     0.     0.     0.  2535.5 1800.  2535.5 2535.5    0.     0.
    0. ]",1D array of the density of the fibers of the materials.
materials.rho,output,kg/m**3,[1235. 7800. 7850. 7200. 1940. 1220. 1940. 1940.  130. 1150. 1100.],"1D array of the density of the materials. For composites, this is the density of the laminate."
materials.rho_area_dry,output,kg/m**2,"[0.         0.         0.         0.         7.22716222 1.
 1.44543244 1.44543244 0.         0.         0.        ]",1D array of the dry aerial density of the composite fabrics. Non-composite materials are kept at 0.
materials.ply_t_from_yaml,output,m,"[0.0005     0.         0.         0.         0.005      0.00515873
 0.001      0.001      0.         0.         0.        ]",1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
materials.fvf_from_yaml,output,,"[0.         0.         0.         0.         0.57       0.10769231
 0.57       0.57       0.         0.         0.        ]",1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
materials.fwf_from_yaml,output,,"[0.         0.         0.         0.         0.74506827 0.15889029
 0.74506827 0.74506827 0.         0.         0.        ]",1D array of the non-dimensional fiber weight- fraction of the composite materials. Non-composite materials are kept at 0.
materials.name,output,Unavailable,"['Gelcoat', 'steel', 'steel_drive', 'cast_iron', 'glass_uni', 'CarbonUD', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'adhesive']",1D array of names of materials.
materials.component_id,output,Unavailable,[ 0. -1. -1. -1.  5.  4.  3.  2.  1. -1. -1.],"1D array of flags to set whether a material is used in a blade: 0 - coating, 1 - sandwich filler , 2 - shell skin, 3 - shear webs, 4 - spar caps, 5 - TE/LE reinf."
monopile.ref_axis,input,m,"[[  0.   0. -70.]
 [  0.   0. -40.]
 [  0.   0. -25.]
 [  0.   0. -10.]
 [  0.   0.   0.]
 [  0.   0.  10.]
 [  0.   0.  15.]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
fixedse.env.distLoads.windLoads_Px,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_Pz,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_qdyn,intermediate,N/m**2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_z,intermediate,m,"[-70.         -60.         -50.         -40.         -35.
 -30.         -25.         -20.         -15.         -10.
  -6.66666667  -3.33333333   0.           3.33333333   6.66666667
  10.          11.66666667  13.33333333  15.        ]",
fixedse.env.distLoads.windLoads_beta,intermediate,deg,[0.],
fixedse.env.distLoads.waveLoads_Px,intermediate,N/m,"[     0.              0.              0.          30974.55430283
  31871.91514184  34620.99320849  39398.548849    46516.76572879
  56446.05467055  69875.24006445  81254.77857179  95051.02579361
 111836.96771038      0.              0.              0.
      0.              0.              0.        ]",
fixedse.env.distLoads.waveLoads_Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.waveLoads_Pz,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.waveLoads_qdyn,intermediate,N/m**2,"[     0.              0.              0.         408895.04657894
 358832.00706253 309169.72463927 259944.9735049  211222.19496991
 163098.61556212 115712.26631898  84622.50374015  54016.71506028
  23984.69667347      0.              0.              0.
      0.              0.              0.        ]",
fixedse.env.distLoads.waveLoads_z,intermediate,m,"[-70.         -60.         -50.         -40.         -35.
 -30.         -25.         -20.         -15.         -10.
  -6.66666667  -3.33333333   0.           3.33333333   6.66666667
  10.          11.66666667  13.33333333  15.        ]",
fixedse.env.distLoads.waveLoads_beta,intermediate,deg,[0.],
fixedse.z_global,output,m,"[-70.         -60.         -50.         -40.         -35.
 -30.         -25.         -20.         -15.         -10.
  -6.66666667  -3.33333333   0.           3.33333333   6.66666667
  10.          11.66666667  13.33333333  15.        ]",
fixedse.env.waveLoads.U,intermediate,m/s,"[0.         0.         0.         0.46567523 0.4787013  0.51850824
 0.58732305 0.68899556 0.82921383 1.01582234 1.17103251 1.35528475
 1.57314861 0.         0.         0.         0.         0.
 0.        ]",
fixedse.env.waveLoads.A,intermediate,m/s**2,"[0.         0.         0.         0.30962156 0.31828243 0.34474956
 0.39050366 0.45810442 0.55133377 0.67540741 0.77860468 0.90111167
 1.04596658 0.         0.         0.         0.         0.
 0.        ]",
fixedse.env.waveLoads.p,intermediate,N/m**2,"[     0.              0.              0.         408783.90920109
 358714.56516003 309031.93860788 259768.18746945 210978.90359372
 162746.22283177 115183.42011509  83919.7037073   53075.35671825
  22716.363445        0.              0.              0.
      0.              0.              0.        ]",
fixedse.outer_diameter_full,output,m,"[11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11. 11.
 11.]",
fixedse.wind_reference_height,intermediate,m,[161.],
fixedse.env.windLoads.U,intermediate,m/s,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.joint1,output,m,[  0.   0. -70.],
fixedse.joint2,output,m,[ 0.  0. 15.],
fixedse.s_full,output,m,"[0.         0.11764706 0.23529412 0.35294118 0.41176471 0.47058824
 0.52941176 0.58823529 0.64705882 0.70588235 0.74509804 0.78431373
 0.82352941 0.8627451  0.90196078 0.94117647 0.96078431 0.98039216
 1.        ]",
fixedse.g2e.Px_global,intermediate,N/m,"[     0.              0.              0.          30974.55430283
  31871.91514184  34620.99320849  39398.548849    46516.76572879
  56446.05467055  69875.24006445  81254.77857179  95051.02579361
 111836.96771038      0.              0.              0.
      0.              0.              0.        ]",
fixedse.g2e.Py_global,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.g2e.Pz_global,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.g2e.qdyn_global,intermediate,Pa,"[     0.              0.              0.         408895.04657894
 358832.00706253 309169.72463927 259944.9735049  211222.19496991
 163098.61556212 115712.26631898  84622.50374015  54016.71506028
  23984.69667347      0.              0.              0.
      0.              0.              0.        ]",
fixedse.lc:Px,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.lc:Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.lc:Pz,intermediate,N/m,"[      0.               0.               0.          -30974.55430283
  -31871.91514184  -34620.99320849  -39398.548849    -46516.76572879
  -56446.05467055  -69875.24006445  -81254.77857179  -95051.02579361
 -111836.96771038       0.               0.               0.
       0.               0.               0.        ]",
fixedse.lc:qdyn,intermediate,Pa,"[     0.              0.              0.         408895.04657894
 358832.00706253 309169.72463927 259944.9735049  211222.19496991
 163098.61556212 115712.26631898  84622.50374015  54016.71506028
  23984.69667347      0.              0.              0.
      0.              0.              0.        ]",
fixedse.member.gc.d,intermediate,m,[11. 11. 11. 11. 11. 11. 11.],
fixedse.member.gc.t,intermediate,m,[0.05461948 0.11295212 0.1021159  0.09291356 0.08589244 0.07981361],
fixedse.member.s,output,,"[0.         0.35294118 0.52941176 0.70588235 0.82352941 0.94117647
 1.        ]",
fixedse.member.height,output,m,[85.],
fixedse.monopile_outer_diameter,output,m,[11. 11. 11. 11. 11. 11. 11.],
fixedse.monopile_wall_thickness,output,m,[0.05461948 0.11295212 0.1021159  0.09291356 0.08589244 0.07981361],
fixedse.member.E,output,Pa,[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11],
fixedse.member.G,output,Pa,[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10],
fixedse.member.sigma_y,output,Pa,[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08],
fixedse.member.rho,output,kg/m**3,[7800. 7800. 7800. 7800. 7800. 7800.],
fixedse.member.unit_cost,output,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7],
fixedse.member.outfitting_factor,output,,[1.07 1.07 1.07 1.07 1.07 1.07],
fixedse.nodes_xyz,output,m,"[[  0.           0.         -70.        ]
 [  0.           0.         -60.        ]
 [  0.           0.         -50.        ]
 [  0.           0.         -40.        ]
 [  0.           0.         -35.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -25.        ]
 [  0.           0.         -20.        ]
 [  0.           0.         -15.        ]
 [  0.           0.         -10.        ]
 [  0.           0.          -6.66666667]
 [  0.           0.          -3.33333333]
 [  0.           0.           0.        ]
 [  0.           0.           3.33333333]
 [  0.           0.           6.66666667]
 [  0.           0.          10.        ]
 [  0.           0.          11.66666667]
 [  0.           0.          13.33333333]
 [  0.           0.          15.        ]]",
fixedse.z_full,output,m,"[ 0.         10.         20.         30.         35.         40.
 45.         50.         55.         60.         63.33333333 66.66666667
 70.         73.33333333 76.66666667 80.         81.66666667 83.33333333
 85.        ]",
fixedse.monopile_s,intermediate,,"[0.         0.35294118 0.52941176 0.70588235 0.82352941 0.94117647
 1.        ]",
fixedse.s_const1,output,,[0.35294118],
fixedse.t_full,output,m,"[0.05461948 0.05461948 0.05461948 0.11295212 0.11295212 0.11295212
 0.1021159  0.1021159  0.1021159  0.09291356 0.09291356 0.09291356
 0.08589244 0.08589244 0.08589244 0.07981361 0.07981361 0.07981361]",
fixedse.E_full,output,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
fixedse.G_full,output,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10]",
fixedse.sigma_y_full,output,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08]",
fixedse.rho_full,output,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
fixedse.outfitting_full,output,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07]",
fixedse.member.unit_cost_full,output,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7],
fixedse.mono.cylinder_mass,intermediate,kg,[2017341.41657514],
fixedse.mono.cylinder_cost,intermediate,USD,[4880582.2007483],
fixedse.mono.cylinder_z_cg,intermediate,m,[46.24955702],
fixedse.mono.cylinder_I_base,intermediate,kg*m**2,"[5.36228393e+09 5.36228393e+09 6.00434645e+07 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
fixedse.tower_mass,intermediate,kg,[1386238.21612315],
fixedse.tower_cost,intermediate,USD,[3719639.66699154],
