variables,type,units,values,description
tcc.nacelle_transportMultiplier,input,,[0.],
tcc.main_bearing_number,input,Unavailable,2,
tcc.pitch_system_mass_cost_coeff,input,USD/kg,[22.1],
tcc.platforms_mass_cost_coeff,input,USD/kg,[17.1],
tcc.crane_cost,input,USD,[12000.],
tcc.crane,input,Unavailable,False,
tcc.blade_number,input,Unavailable,3,
tcc.spinner_mass_cost_coeff,input,USD/kg,[11.1],
tcc.tower_assemblyCostMultiplier,input,,[0.],
tcc.tower_overheadCostMultiplier,input,,[0.],
tcc.tower_profitMultiplier,input,,[0.],
tcc.tower_transportMultiplier,input,,[0.],
tcc.tower_mass_cost_coeff,input,USD/kg,[2.81245332],
tcc.transformer_mass_cost_coeff,input,USD/kg,[18.8],
tcc.turbine_assemblyCostMultiplier,input,,[0.],
tcc.turbine_overheadCostMultiplier,input,,[0.],
tcc.turbine_profitMultiplier,input,,[0.],
tcc.turbine_transportMultiplier,input,,[0.],
tcc.yaw_mass_cost_coeff,input,USD/kg,[8.3],
towerse.env.distLoads.waveLoads_Px,input,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_Py,input,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_Pz,input,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_qdyn,input,N/m**2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_z,input,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.env.distLoads.waveLoads_beta,input,deg,[0.],
towerse.yaw,input,deg,[0.],
towerse.env.Uref,input,m/s,[10.],
towerse.z0,input,m,[0.],
towerse.shearExp,input,,[0.12],
towerse.beta_wind,input,deg,[0.],
towerse.rho_air,input,kg/m**3,[1.225],
towerse.mu_air,input,kg/m/s,[1.81e-05],
towerse.cd_usr,input,,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.],
towerse.s_all,input,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.rna_mass,input,kg,[951334.48341963],
towerse.rna_I,input,kg*m**2,"[3.78224314e+08 2.72487855e+08 2.53187505e+08 8.52611923e+02
 1.94199094e+07 1.70683998e+05]",
towerse.rna_cg,input,m,[-7.33983021 -0.09929177  4.60295305],
towerse.tower.rna_F,input,N,"[[ 3787067.18771772]
 [   22429.5465114 ]
 [-8904060.94535821]]",
towerse.tower.rna_M,input,N*m,"[[ -1132154.80072261]
 [-40689360.79046182]
 [  9736548.45914849]]",
fixedse.member.ca_usr_grid,input,,[0. 0. 0. 0. 0. 0. 0.],
fixedse.member.cd_usr_grid,input,,[0. 0. 0. 0. 0. 0. 0.],
fixedse.member.s_ghost1,input,,[0.],
fixedse.member.s_ghost2,input,,[1.],
fixedse.s_const2,input,,[0.],
fixedse.monopile_layer_thickness,input,m,[[0.2 0.2 0.2 0.2 0.2 0.2 0.2]],
fixedse.monopile_outer_diameter_in,input,m,"[22.71228762 22.31107567 21.9037069  21.70480364 21.36062836 20.78927729
 20.19184188]",
fixedse.E_mat,input,Pa,"[[3.440e+09 3.440e+09 3.440e+09]
 [4.100e+10 4.100e+10 4.100e+10]
 [2.000e+11 2.000e+11 2.000e+11]
 [2.050e+11 2.050e+11 2.050e+11]
 [1.180e+11 1.180e+11 1.180e+11]
 [4.460e+10 1.700e+10 1.670e+10]
 [1.145e+11 8.390e+09 8.390e+09]
 [1.110e+10 1.110e+10 1.670e+10]
 [2.870e+10 1.660e+10 1.670e+10]
 [1.292e+08 1.292e+08 1.292e+08]
 [1.000e+06 1.000e+06 1.000e+06]
 [4.560e+06 4.560e+06 4.560e+06]]",
fixedse.E_user,input,Pa,[0.],
fixedse.G_mat,input,Pa,"[[1.32300000e+09 1.32300000e+09 1.32300000e+09]
 [1.70000000e+10 1.70000000e+10 1.70000000e+10]
 [7.93000000e+10 7.93000000e+10 7.93000000e+10]
 [8.00000000e+10 8.00000000e+10 8.00000000e+10]
 [4.76000000e+10 4.76000000e+10 4.76000000e+10]
 [3.27000000e+09 3.48000000e+09 3.50000000e+09]
 [5.99000000e+09 5.99000000e+09 5.99000000e+09]
 [1.35300000e+10 3.49000000e+09 3.49000000e+09]
 [8.40000000e+09 3.49000000e+09 3.49000000e+09]
 [4.89469697e+07 4.89469697e+07 4.89469697e+07]
 [3.12500000e+05 3.12500000e+05 3.12500000e+05]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]]",
fixedse.sigma_y_mat,input,Pa,"[0.00e+00 4.00e+07 3.45e+08 4.85e+08 2.65e+08 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 0.00e+00 0.00e+00]",
fixedse.sigma_ult_mat,input,Pa,"[[7.400e+01 7.400e+01 7.400e+01]
 [5.000e+06 5.000e+06 5.000e+06]
 [4.500e+08 4.500e+08 4.500e+08]
 [8.140e+08 8.140e+08 8.140e+08]
 [3.100e+08 3.100e+08 3.100e+08]
 [6.092e+08 3.810e+07 1.529e+07]
 [1.546e+09 0.000e+00 0.000e+00]
 [4.290e+07 4.260e+07 1.530e+07]
 [3.960e+08 7.640e+07 1.530e+07]
 [2.083e+06 2.083e+06 2.083e+06]
 [0.000e+00 0.000e+00 0.000e+00]
 [6.900e+05 6.900e+05 6.900e+05]]",
fixedse.wohler_exp_mat,input,,[ 1.   3.   3.   3.   3.  10.  16.1 10.  10.   1.   1.   1. ],
fixedse.wohler_A_mat,input,,"[8.70000000e+01 4.00000000e+07 3.55346484e+10 3.55346484e+10
 3.55346484e+10 6.09200000e+08 1.54600000e+09 1.13200000e+08
 4.48900000e+08 2.08300000e+06 0.00000000e+00 6.90000000e+05]",
fixedse.rho_mat,input,kg/m**3,[1235. 2400. 7800. 7850. 7200. 1940. 1220. 1940. 1940.  130. 1150. 1100.],
fixedse.unit_cost_mat,input,USD/kg,[ 7.23  0.7   0.7   0.9   0.5   1.87 30.    3.    2.86 13.    3.63  9.  ],
fixedse.outfitting_factor_in,input,,[1.07],
fixedse.monopile_layer_materials,input,Unavailable,['concrete'],
fixedse.member.ballast_materials,input,Unavailable,[],
fixedse.material_names,input,Unavailable,"['Gelcoat', 'concrete', 'steel', 'steel_drive', 'cast_iron', 'glass_uni', 'CarbonUD', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'adhesive']",
fixedse.labor_cost_rate,input,USD/min,[0.98],
fixedse.painting_cost_rate,input,USD/m**2,[30.],
fixedse.transition_piece_cost,input,USD,[500000.],
fixedse.tower_base_diameter,input,m,[8.],
fixedse.monopile_top_diameter,input,m,[20.19184188],
fixedse.G_soil,input,Pa,[1.4e+08],
fixedse.nu_soil,input,,[0.4],
fixedse.soil.k_usr,input,N/m,[-1. -1. -1. -1. -1. -1.],
towerse.member.ca_usr_grid,input,,[0. 0. 0. 0. 0.],
towerse.member.cd_usr_grid,input,,[0. 0. 0. 0. 0.],
towerse.rho_water,input,kg/m**3,[0.],
towerse.member.s_ghost1,input,,[0.],
towerse.member.s_ghost2,input,,[1.],
towerse.member.s_const1,input,,[0.],
towerse.member.s_const2,input,,[0.],
towerse.tower_layer_thickness,input,m,[[0.1        0.1        0.08014118 0.025      0.025     ]],
towerse.tower_outer_diameter_in,input,m,[8.        8.        8.        7.1292515 5.999    ],
towerse.E_mat,input,Pa,"[[3.440e+09 3.440e+09 3.440e+09]
 [4.100e+10 4.100e+10 4.100e+10]
 [2.000e+11 2.000e+11 2.000e+11]
 [2.050e+11 2.050e+11 2.050e+11]
 [1.180e+11 1.180e+11 1.180e+11]
 [4.460e+10 1.700e+10 1.670e+10]
 [1.145e+11 8.390e+09 8.390e+09]
 [1.110e+10 1.110e+10 1.670e+10]
 [2.870e+10 1.660e+10 1.670e+10]
 [1.292e+08 1.292e+08 1.292e+08]
 [1.000e+06 1.000e+06 1.000e+06]
 [4.560e+06 4.560e+06 4.560e+06]]",
towerse.E_user,input,Pa,[0.],
towerse.G_mat,input,Pa,"[[1.32300000e+09 1.32300000e+09 1.32300000e+09]
 [1.70000000e+10 1.70000000e+10 1.70000000e+10]
 [7.93000000e+10 7.93000000e+10 7.93000000e+10]
 [8.00000000e+10 8.00000000e+10 8.00000000e+10]
 [4.76000000e+10 4.76000000e+10 4.76000000e+10]
 [3.27000000e+09 3.48000000e+09 3.50000000e+09]
 [5.99000000e+09 5.99000000e+09 5.99000000e+09]
 [1.35300000e+10 3.49000000e+09 3.49000000e+09]
 [8.40000000e+09 3.49000000e+09 3.49000000e+09]
 [4.89469697e+07 4.89469697e+07 4.89469697e+07]
 [3.12500000e+05 3.12500000e+05 3.12500000e+05]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]]",
towerse.sigma_y_mat,input,Pa,"[0.00e+00 4.00e+07 3.45e+08 4.85e+08 2.65e+08 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 0.00e+00 0.00e+00]",
towerse.sigma_ult_mat,input,Pa,"[[7.400e+01 7.400e+01 7.400e+01]
 [5.000e+06 5.000e+06 5.000e+06]
 [4.500e+08 4.500e+08 4.500e+08]
 [8.140e+08 8.140e+08 8.140e+08]
 [3.100e+08 3.100e+08 3.100e+08]
 [6.092e+08 3.810e+07 1.529e+07]
 [1.546e+09 0.000e+00 0.000e+00]
 [4.290e+07 4.260e+07 1.530e+07]
 [3.960e+08 7.640e+07 1.530e+07]
 [2.083e+06 2.083e+06 2.083e+06]
 [0.000e+00 0.000e+00 0.000e+00]
 [6.900e+05 6.900e+05 6.900e+05]]",
towerse.wohler_exp_mat,input,,[ 1.   3.   3.   3.   3.  10.  16.1 10.  10.   1.   1.   1. ],
towerse.wohler_A_mat,input,,"[8.70000000e+01 4.00000000e+07 3.55346484e+10 3.55346484e+10
 3.55346484e+10 6.09200000e+08 1.54600000e+09 1.13200000e+08
 4.48900000e+08 2.08300000e+06 0.00000000e+00 6.90000000e+05]",
towerse.rho_mat,input,kg/m**3,[1235. 2400. 7800. 7850. 7200. 1940. 1220. 1940. 1940.  130. 1150. 1100.],
towerse.unit_cost_mat,input,USD/kg,[ 7.23  0.7   0.7   0.9   0.5   1.87 30.    3.    2.86 13.    3.63  9.  ],
towerse.outfitting_factor_in,input,,[1.07],
towerse.tower_layer_materials,input,Unavailable,['steel'],
towerse.member.ballast_materials,input,Unavailable,[],
towerse.material_names,input,Unavailable,"['Gelcoat', 'concrete', 'steel', 'steel_drive', 'cast_iron', 'glass_uni', 'CarbonUD', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'adhesive']",
towerse.labor_cost_rate,input,USD/min,[0.98],
towerse.painting_cost_rate,input,USD/m**2,[30.],
high_level_tower_props.tower_ref_axis_user,input,m,"[[  0.   0.  15.]
 [  0.   0.  50.]
 [  0.   0. 100.]
 [  0.   0. 130.]
 [  0.   0. 150.]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.distance_tt_hub,input,m,[0.],Vertical distance from tower top to hub center.
high_level_tower_props.hub_height_user,input,m,[162.96],Height of the hub specified by the user.
high_level_tower_props.rotor_diameter,input,m,[0.],Diameter of the rotor used in WISDEM. It is defined as two times the blade length plus the hub diameter.
materials.rho_fiber,output,kg/m**3,"[   0.     0.     0.     0.     0.  2535.5 1800.  2535.5 2535.5    0.
    0.     0. ]",1D array of the density of the fibers of the materials.
materials.rho,output,kg/m**3,[1235. 2400. 7800. 7850. 7200. 1940. 1220. 1940. 1940.  130. 1150. 1100.],"1D array of the density of the materials. For composites, this is the density of the laminate."
materials.rho_area_dry,output,kg/m**2,"[0.         0.         0.         0.         0.         7.22716222
 1.         1.44543244 1.44543244 0.         0.         0.        ]",1D array of the dry aerial density of the composite fabrics. Non-composite materials are kept at 0.
materials.ply_t_from_yaml,output,m,"[0.0005     0.         0.         0.         0.         0.005
 0.00515873 0.001      0.001      0.         0.         0.        ]",1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
materials.fvf_from_yaml,output,,"[0.         0.         0.         0.         0.         0.57
 0.10769231 0.57       0.57       0.         0.         0.        ]",1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
materials.fwf_from_yaml,output,,"[0.         0.         0.         0.         0.         0.74506827
 0.15889029 0.74506827 0.74506827 0.         0.         0.        ]",1D array of the non-dimensional fiber weight- fraction of the composite materials. Non-composite materials are kept at 0.
materials.name,output,Unavailable,"['Gelcoat', 'concrete', 'steel', 'steel_drive', 'cast_iron', 'glass_uni', 'CarbonUD', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'adhesive']",1D array of names of materials.
materials.component_id,output,Unavailable,[ 0. -1. -1. -1. -1.  5.  4.  3.  2.  1. -1. -1.],"1D array of flags to set whether a material is used in a blade: 0 - coating, 1 - sandwich filler , 2 - shell skin, 3 - shear webs, 4 - spar caps, 5 - TE/LE reinf."
monopile.ref_axis,input,m,"[[  0.   0. -20.]
 [  0.   0. -15.]
 [  0.   0. -10.]
 [  0.   0.  -5.]
 [  0.   0.   0.]
 [  0.   0.  10.]
 [  0.   0.  15.]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
fixedse.env.distLoads.windLoads_Px,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_Pz,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_qdyn,intermediate,N/m**2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.windLoads_z,intermediate,m,"[-2.00000000e+01 -1.83333333e+01 -1.66666667e+01 -1.50000000e+01
 -1.33333333e+01 -1.16666667e+01 -1.00000000e+01 -8.33333333e+00
 -6.66666667e+00 -5.00000000e+00 -3.33333333e+00 -1.66666667e+00
  7.10542736e-15  3.33333333e+00  6.66666667e+00  1.00000000e+01
  1.16666667e+01  1.33333333e+01  1.50000000e+01]",
fixedse.env.distLoads.windLoads_beta,intermediate,deg,[0.],
fixedse.env.distLoads.waveLoads_Px,intermediate,N/m,"[315122.47176212 312880.39181029 313455.89069538 316802.63219282
 322851.07210283 331683.06672919 343363.2517474  360266.90553592
 380548.88292878 404497.61401738 430565.04450932 460837.88704961
      0.              0.              0.              0.
      0.              0.              0.        ]",
fixedse.env.distLoads.waveLoads_Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.waveLoads_Pz,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.env.distLoads.waveLoads_qdyn,intermediate,N/m**2,"[215074.03703686 198385.21636611 181824.40881455 165393.70619294
 149096.63154741 132938.19513974 116924.97472565 101065.22210814
  85368.99861158  69848.34287425  54517.47521521  39393.04382481
      0.              0.              0.              0.
      0.              0.              0.        ]",
fixedse.env.distLoads.waveLoads_z,intermediate,m,"[-2.00000000e+01 -1.83333333e+01 -1.66666667e+01 -1.50000000e+01
 -1.33333333e+01 -1.16666667e+01 -1.00000000e+01 -8.33333333e+00
 -6.66666667e+00 -5.00000000e+00 -3.33333333e+00 -1.66666667e+00
  7.10542736e-15  3.33333333e+00  6.66666667e+00  1.00000000e+01
  1.16666667e+01  1.33333333e+01  1.50000000e+01]",
fixedse.env.distLoads.waveLoads_beta,intermediate,deg,[0.],
fixedse.z_global,output,m,"[-2.00000000e+01 -1.83333333e+01 -1.66666667e+01 -1.50000000e+01
 -1.33333333e+01 -1.16666667e+01 -1.00000000e+01 -8.33333333e+00
 -6.66666667e+00 -5.00000000e+00 -3.33333333e+00 -1.66666667e+00
  7.10542736e-15  3.33333333e+00  6.66666667e+00  1.00000000e+01
  1.16666667e+01  1.33333333e+01  1.50000000e+01]",
fixedse.env.waveLoads.U,intermediate,m/s,"[1.1006516  1.10542853 1.11980079 1.14389313 1.17791467 1.22216074
 1.2770154  1.34295478 1.42055127 1.51047841 1.61351678 1.73056079
 0.         0.         0.         0.         0.         0.
 0.        ]",
fixedse.env.waveLoads.A,intermediate,m/s**2,"[0.7318093  0.73498543 0.74454136 0.76056005 0.78318055 0.8125992
 0.84907136 0.89291362 0.94450655 1.00429796 1.07280687 1.15062795
 0.         0.         0.         0.         0.         0.
 0.        ]",
fixedse.env.waveLoads.p,intermediate,N/m**2,"[214453.17714555 197758.95559944 181181.75749242 164723.10430788
 148385.54652143 132172.68573952 116089.20596202 100140.91424027
  84334.79108333  68679.05105014  53183.21405341  37858.1879943
      0.              0.              0.              0.
      0.              0.              0.        ]",
fixedse.outer_diameter_full,output,m,"[22.71228762 22.57855031 22.44481299 22.31107567 22.17528608 22.03949649
 21.9037069  21.83740581 21.77110472 21.70480364 21.59007855 21.47535345
 21.36062836 21.170178   20.97972765 20.78927729 20.59013216 20.39098702
 20.19184188]",
fixedse.wind_reference_height,intermediate,m,[162.96],
fixedse.env.windLoads.U,intermediate,m/s,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.joint1,output,m,[  0.   0. -20.],
fixedse.joint2,output,m,[ 0.  0. 15.],
fixedse.s_full,output,m,"[0.         0.04761905 0.0952381  0.14285714 0.19047619 0.23809524
 0.28571429 0.33333333 0.38095238 0.42857143 0.47619048 0.52380952
 0.57142857 0.66666667 0.76190476 0.85714286 0.9047619  0.95238095
 1.        ]",
fixedse.g2e.Px_global,intermediate,N/m,"[315122.47176212 312880.39181029 313455.89069538 316802.63219282
 322851.07210283 331683.06672919 343363.2517474  360266.90553592
 380548.88292878 404497.61401738 430565.04450932 460837.88704961
      0.              0.              0.              0.
      0.              0.              0.        ]",
fixedse.g2e.Py_global,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.g2e.Pz_global,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.g2e.qdyn_global,intermediate,Pa,"[215074.03703686 198385.21636611 181824.40881455 165393.70619294
 149096.63154741 132938.19513974 116924.97472565 101065.22210814
  85368.99861158  69848.34287425  54517.47521521  39393.04382481
      0.              0.              0.              0.
      0.              0.              0.        ]",
fixedse.lc:Px,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.lc:Py,intermediate,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
fixedse.lc:Pz,intermediate,N/m,"[-315122.47176212 -312880.39181029 -313455.89069538 -316802.63219282
 -322851.07210283 -331683.06672919 -343363.2517474  -360266.90553592
 -380548.88292878 -404497.61401738 -430565.04450932 -460837.88704961
       0.               0.               0.               0.
       0.               0.               0.        ]",
fixedse.lc:qdyn,intermediate,Pa,"[215074.03703686 198385.21636611 181824.40881455 165393.70619294
 149096.63154741 132938.19513974 116924.97472565 101065.22210814
  85368.99861158  69848.34287425  54517.47521521  39393.04382481
      0.              0.              0.              0.
      0.              0.              0.        ]",
fixedse.monopile.z_soil,intermediate,N/m,"[ 7.10542736e-15  6.31593543e-15  5.52644350e-15  4.73695157e-15
  3.94745964e-15  3.15796771e-15  2.36847579e-15  1.57898386e-15
  7.89491929e-16 -0.00000000e+00]",
fixedse.monopile.k_soil,intermediate,N/m,"[[8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]
 [8.03297752e+09 9.11251316e+11 8.03297752e+09 9.11251316e+11
  1.05990676e+10 1.09350158e+12]]",
